geography_id,geography_type,locality_code,district_code,geography_name_he,geography_name_en,district_he,district_en,population_approx,source,is_active
871,locality,871,,עינת,ENAT,המרכז,Center,,data.gov.il,true
872,locality,872,,גאולי תימן,GE'ULE TEMAN,המרכז,Center,,data.gov.il,true
873,locality,873,,שלווה,SHALWA,הדרום,South,,data.gov.il,true
874,locality,874,,מגדל העמק,MIGDAL HAEMEQ,הצפון,North,,data.gov.il,true
875,locality,875,,כפר עבודה,KEFAR AVODA,המרכז,Center,,data.gov.il,true
877,locality,877,,בית חירות,BET HERUT,המרכז,Center,,data.gov.il,true
88,locality,88,,כרם בן שמן,KEREM BEN SHEMEN,המרכז,Center,,data.gov.il,true
880,locality,880,,עין שריד,EN SARID,המרכז,Center,,data.gov.il,true
8800,locality,8800,,שפרעם,SHEFAR'AM,הצפון,North,,data.gov.il,true
882,locality,882,,אורנים,ORANIM,חיפה,Haifa,,data.gov.il,true
885,locality,885,,שדה בוקר,SEDE BOQER,הדרום,South,,data.gov.il,true
886,locality,886,,איתנים,ETANIM,ירושלים,Jerusalem,,data.gov.il,true
888,locality,888,,כפר הריף,KEFAR HARIF,הדרום,South,,data.gov.il,true
889,locality,889,,כפר חסידים ב',KEFAR HASIDIM BET,חיפה,Haifa,,data.gov.il,true
89,locality,89,,עין חרוד (איחוד),EN HAROD (IHUD),הצפון,North,,data.gov.il,true
890,locality,890,,כפר הנוער הדתי,KEFAR HANO'AR HADATI,חיפה,Haifa,,data.gov.il,true
8900,locality,8900,,טמרה,TAMRA,הצפון,North,,data.gov.il,true
892,locality,892,,עבדון,AVDON,הצפון,North,,data.gov.il,true
897,locality,897,,מדרשת רופין,MIDRESHET RUPPIN,המרכז,Center,,data.gov.il,true
90,locality,90,,חפצי-בה,HEFZI-BAH,הצפון,North,,data.gov.il,true
9000,locality,9000,,באר שבע,BE'ER SHEVA,הדרום,South,,data.gov.il,true
9100,locality,9100,,נהריה,NAHARIYYA,הצפון,North,,data.gov.il,true
913,locality,913,,שבלי - אום אל-גנם,SHIBLI,הצפון,North,,data.gov.il,true
916,locality,916,,ישע,YESHA,הדרום,South,,data.gov.il,true
917,locality,917,,עצמון שגב,ATSMON-SEGEV,הצפון,North,,data.gov.il,true
919,locality,919,,גבעת ישעיהו,GIV'AT YESHA'YAHU,ירושלים,Jerusalem,,data.gov.il,true
92,locality,92,,גיניגר,GINNEGAR,הצפון,North,,data.gov.il,true
9200,locality,9200,,בית שאן,BET SHE'AN,הצפון,North,,data.gov.il,true
921,locality,921,,שער מנשה,SHA'AR MENASHE,חיפה,Haifa,,data.gov.il,true
922,locality,922,,רכסים,REKHASIM,חיפה,Haifa,,data.gov.il,true
926,locality,926,,נווה אבות,NEWE AVOT,חיפה,Haifa,,data.gov.il,true
9300,locality,9300,,זכרון יעקב,ZIKHRON YA'AQOV,חיפה,Haifa,,data.gov.il,true
932,locality,932,,אבו עמרה (שבט),ABU AMRE,הדרום,South,,data.gov.il,true
935,locality,935,,אבו סריחאן (שבט),ABU SUREIHAN,הדרום,South,,data.gov.il,true
939,locality,939,,מסעודין אל-עזאזמה,MAS'UDIN AL-'AZAZME,הדרום,South,,data.gov.il,true
94,locality,94,,בלפוריה,BALFURIYYA,הצפון,North,,data.gov.il,true
9400,locality,9400,,יהוד-מונוסון,YEHUD-MONOSON,המרכז,Center,,data.gov.il,true
942,locality,942,,סואעד (חמירה),SAWA'ID (HUMAYRA),הצפון,North,,data.gov.il,true
944,locality,944,,בסמת טבעון,BASMAT TAB'UN,הצפון,North,,data.gov.il,true
948,locality,948,,חוג'ייראת (ד'הרה),HUJEIRAT (DAHRA),הצפון,North,,data.gov.il,true
95,locality,95,,בית אלפא,BET ALFA,הצפון,North,,data.gov.il,true
9500,locality,9500,,קרית ביאליק,QIRYAT BIALIK,חיפה,Haifa,,data.gov.il,true
956,locality,956,,הוזייל (שבט),HUZAYYEL,הדרום,South,,data.gov.il,true
957,locality,957,,עוקבי (בנו עוקבה),UQBI (BANU UQBA),הדרום,South,,data.gov.il,true
958,locality,958,,אבו עבדון (שבט),ABU ABDUN,הדרום,South,,data.gov.il,true
959,locality,959,,אפיניש (שבט),AFEINISH,הדרום,South,,data.gov.il,true
96,locality,96,,יגור,YAGUR,חיפה,Haifa,,data.gov.il,true
960,locality,960,,אסד (שבט),ASAD,הדרום,South,,data.gov.il,true
9600,locality,9600,,קרית ים,QIRYAT YAM,חיפה,Haifa,,data.gov.il,true
961,locality,961,,אבו רוקייק (שבט),ABU RUQAYYEQ,הדרום,South,,data.gov.il,true
962,locality,962,,טובא-זנגריה,TUBA-ZANGARIYYE,הצפון,North,,data.gov.il,true
963,locality,963,,אעצם (שבט),A'SAM,הדרום,South,,data.gov.il,true
964,locality,964,,קודייראת א-צאנע(שבט),QUDEIRAT AS-SANI,הדרום,South,,data.gov.il,true
965,locality,965,,אטרש (שבט),ATRASH,הדרום,South,,data.gov.il,true
966,locality,966,,אבו רובייעה (שבט),ABU RUBEI'A,הדרום,South,,data.gov.il,true
967,locality,967,,אבו ג'ווייעד (שבט),ABU JUWEI'ID,הדרום,South,,data.gov.il,true
968,locality,968,,אבו קורינאת (שבט),ABU QUREINAT,הדרום,South,,data.gov.il,true
969,locality,969,,עטאוונה (שבט),ATAWNE,הדרום,South,,data.gov.il,true
97,locality,97,,מרחביה (מושב),MERHAVYA(MOSHAV),הצפון,North,,data.gov.il,true
970,locality,970,,תראבין א-צאנע (שבט),TARABIN AS-SANI,הדרום,South,,data.gov.il,true
9700,locality,9700,,הוד השרון,HOD HASHARON,המרכז,Center,,data.gov.il,true
972,locality,972,,קוואעין (שבט),QAWA'IN,הדרום,South,,data.gov.il,true
975,locality,975,,זרזיר,ZARZIR,הצפון,North,,data.gov.il,true
976,locality,976,,ג'נאביב (שבט),JUNNABIB,הדרום,South,,data.gov.il,true
978,locality,978,,כעביה-טבאש-חג'אג'רה,KA'ABIYYE-TABBASH-HA,הצפון,North,,data.gov.il,true
98,locality,98,,כפר מלל,KEFAR MALAL,המרכז,Center,,data.gov.il,true
9800,locality,9800,,בנימינה-גבעת עדה,BINYAMINA,חיפה,Haifa,,data.gov.il,true
986,locality,986,,ח'ואלד (שבט),KHAWALED,הצפון,North,,data.gov.il,true
989,locality,989,,סואעד (כמאנה) (שבט),SAWA'ID (KAMANE),הצפון,North,,data.gov.il,true
99,locality,99,,מצפה רמון,MIZPE RAMON,הדרום,South,,data.gov.il,true
990,locality,990,,ראס עלי,RAS ALI,חיפה,Haifa,,data.gov.il,true
993,locality,993,,חמאם,HAMAM,הצפון,North,,data.gov.il,true
994,locality,994,,מנשית זבדה,MANSHIYYET ZABDA,הצפון,North,,data.gov.il,true
997,locality,997,,רומת הייב,RUMAT HEIB,הצפון,North,,data.gov.il,true
998,locality,998,,ביר אל-מכסור,BIR EL-MAKSUR,הצפון,North,,data.gov.il,true
